# month=2025-06
# elo_min=2100
# elo_max=2500
# increment=yes
# games_seen=29474454
# games_used=854653
# games_skipped_short_plycount<35=4051
# games_skipped_parse=0
# relevant_games=55392
# relevant_games_with_increment=55392
# relevant_games_without_increment=0
# pct_relevant_over_games_used=6.481227
# plies_total=891627
# errors_total=14464
# errors_per_ply_pct_total=1.62220301
# can_win_total=195284
# can_win_pct_over_plies_total=21.90198368
# can_draw_total=524006
# can_draw_pct_over_plies_total=58.76964246
# missed_win_to_draw_total=6152
# missed_win_to_draw_pct_over_can_win_total=3.15028369
# missed_win_to_loss_total=206
# missed_win_to_loss_pct_over_can_win_total=0.10548739
# missed_draw_total=8106
# missed_draw_pct_over_can_draw_total=1.54692885
# time_loss_games_total=3640
# time_draw_games_total=139
# pct_time_loss_over_relevant_games=6.571346
material	games	games_pct_over_used	plies	avg_plies_per_game	can_win	can_win_pct_over_plies	can_draw	can_draw_pct_over_plies	games_with_error	error_game_pct	errors	errors_per_ply_pct	missed_win_to_draw	missed_win_to_draw_pct_over_can_win	missed_win_to_loss	missed_win_to_loss_pct_over_can_win	missed_draw	missed_draw_pct_over_can_draw	time_losses	time_loss_pct	time_draws	time_draw_pct
KBB_K	77	0.009010	1567	20.350649	1567	100.000000	0	0.000000	10	12.987013	10	0.638162	10	0.638162	0	0.000000	0	0.000000	0	0.000000	3	3.896104
KBB_KB	44	0.005148	589	13.386364	17	2.886248	572	97.113752	0	0.000000	0	0.000000	0	0.000000	0	0.000000	0	0.000000	1	2.272727	0	0.000000
KBB_KN	10	0.001170	256	25.600000	252	98.437500	4	1.562500	5	50.000000	7	2.734375	7	2.777778	0	0.000000	0	0.000000	0	0.000000	0	0.000000
KBB_KP	50	0.005850	160	3.200000	160	100.000000	0	0.000000	0	0.000000	0	0.000000	0	0.000000	0	0.000000	0	0.000000	0	0.000000	0	0.000000
KBB_KQ	3	0.000351	43	14.333333	2	4.651163	2	4.651163	1	33.333333	1	2.325581	0	0.000000	0	0.000000	1	50.000000	0	0.000000	0	0.000000
KBB_KR	13	0.001521	31	2.384615	7	22.580645	24	77.419355	0	0.000000	0	0.000000	0	0.000000	0	0.000000	0	0.000000	0	0.000000	0	0.000000
KBN_K	313	0.036623	9836	31.424920	9828	99.918666	8	0.081334	81	25.878594	84	0.854006	84	0.854701	0	0.000000	0	0.000000	0	0.000000	24	7.667732
KBN_KB	20	0.002340	208	10.400000	13	6.250000	195	93.750000	1	5.000000	1	0.480769	1	7.692308	0	0.000000	0	0.000000	0	0.000000	0	0.000000
KBN_KN	60	0.007020	603	10.050000	79	13.101161	524	86.898839	6	10.000000	11	1.824212	11	13.924051	0	0.000000	0	0.000000	0	0.000000	0	0.000000
KBN_KP	195	0.022816	829	4.251282	796	96.019300	32	3.860072	15	7.692308	16	1.930036	16	2.010050	0	0.000000	0	0.000000	0	0.000000	0	0.000000
