# month=2025-11
# elo_min=2100
# elo_max=2500
# increment=yes
# game_type=blitz_standard
# games_seen=29165531
# games_used=854086
# games_skipped_short_plycount<35=5439
# games_skipped_parse=0
# relevant_games=55733
# relevant_games_with_increment=55733
# relevant_games_without_increment=0
# pct_relevant_over_games_used=6.525455
# plies_total=897318
# errors_total=14752
# errors_per_ply_pct_total=1.64401026
# can_win_total=191983
# can_win_pct_over_plies_total=21.39520215
# can_draw_total=536231
# can_draw_pct_over_plies_total=59.75930495
# missed_win_to_draw_total=6336
# missed_win_to_draw_pct_over_can_win_total=3.30029221
# missed_win_to_loss_total=188
# missed_win_to_loss_pct_over_can_win_total=0.09792534
# missed_draw_total=8228
# missed_draw_pct_over_can_draw_total=1.53441334
# time_loss_games_total=3722
# time_draw_games_total=102
# pct_time_loss_over_relevant_games=6.678270
material	games	games_pct_over_used	plies	avg_plies_per_game	can_win	can_win_pct_over_plies	can_draw	can_draw_pct_over_plies	games_with_error	error_game_pct	errors	errors_per_ply_pct	missed_win_to_draw	missed_win_to_draw_pct_over_can_win	missed_win_to_loss	missed_win_to_loss_pct_over_can_win	missed_draw	missed_draw_pct_over_can_draw	time_losses	time_loss_pct	time_draws	time_draw_pct
KBB_K	78	0.009133	1426	18.282051	1426	100.000000	0	0.000000	2	2.564103	2	0.140252	2	0.140252	0	0.000000	0	0.000000	0	0.000000	2	2.564103
KBB_KB	35	0.004098	392	11.200000	21	5.357143	371	94.642857	1	2.857143	1	0.255102	1	4.761905	0	0.000000	0	0.000000	0	0.000000	0	0.000000
KBB_KN	13	0.001522	114	8.769231	109	95.614035	5	4.385965	7	53.846154	7	6.140351	7	6.422018	0	0.000000	0	0.000000	0	0.000000	0	0.000000
KBB_KP	49	0.005737	217	4.428571	214	98.617512	3	1.382488	2	4.081633	2	0.921659	2	0.934579	0	0.000000	0	0.000000	0	0.000000	0	0.000000
KBB_KQ	3	0.000351	3	1.000000	0	0.000000	2	66.666667	0	0.000000	0	0.000000	0	0.000000	0	0.000000	0	0.000000	0	0.000000	0	0.000000
KBB_KR	18	0.002108	52	2.888889	10	19.230769	42	80.769231	1	5.555556	1	1.923077	1	10.000000	0	0.000000	0	0.000000	0	0.000000	0	0.000000
KBN_K	299	0.035008	8899	29.762542	8891	99.910102	8	0.089898	62	20.735786	64	0.719182	64	0.719829	0	0.000000	0	0.000000	0	0.000000	24	8.026756
KBN_KB	25	0.002927	50	2.000000	17	34.000000	33	66.000000	0	0.000000	0	0.000000	0	0.000000	0	0.000000	0	0.000000	0	0.000000	0	0.000000
KBN_KN	67	0.007845	611	9.119403	55	9.001637	556	90.998363	6	8.955224	8	1.309329	8	14.545455	0	0.000000	0	0.000000	3	4.477612	0	0.000000
KBN_KP	174	0.020373	876	5.034483	859	98.059361	17	1.940639	14	8.045977	14	1.598174	13	1.513388	1	0.116414	0	0.000000	2	1.149425	0	0.000000
KBN_KQ	15	0.001756	138	9.200000	8	5.797101	2	1.449275	1	6.666667	1	0.724638	0	0.000000	0	0.000000	1	50.000000	1	6.666667	0	0.000000
KBN_KR	101	0.011826	405	4.009901	45	11.111111	360	88.888889	4	3.960396	4	0.987654	3	6.666667	0	0.000000	1	0.277778	1	0.990099	0	0.000000
KBP_K	1442	0.168835	10147	7.036755	4582	45.156204	5565	54.843796	16	1.109570	17	0.167537	17	0.371017	0	0.000000	0	0.000000	0	0.000000	12	0.832178
KBP_KB	585	0.068494	3590	6.136752	1036	28.857939	2554	71.142061	59	10.085470	77	2.144847	77	7.432432	0	0.000000	0	0.000000	6	1.025641	0	0.000000
KBP_KN	672	0.078681	3104	4.619048	629	20.264175	2475	79.735825	57	8.482143	76	2.448454	76	12.082671	0	0.000000	0	0.000000	8	1.190476	0	0.000000
KBP_KP	2342	0.274211	8873	3.788642	5754	64.848417	3088	34.802209	92	3.928266	102	1.149555	95	1.651025	2	0.034758	5	0.161917	14	0.597780	0	0.000000
KBP_KQ	246	0.028803	1129	4.589431	67	5.934455	181	16.031887	8	3.252033	10	0.885740	0	0.000000	1	1.492537	9	4.972376	15	6.097561	0	0.000000
KBP_KR	910	0.106547	6761	7.429670	209	3.091259	6509	96.272741	74	8.131868	77	1.138885	14	6.698565	0	0.000000	63	0.967891	18	1.978022	0	0.000000
KB_KBB	50	0.005854	412	8.240000	0	0.000000	411	99.757282	4	8.000000	4	0.970874	0	0.000000	0	0.000000	4	0.973236	2	4.000000	0	0.000000
KB_KBN	12	0.001405	38	3.166667	0	0.000000	38	100.000000	1	8.333333	1	2.631579	0	0.000000	0	0.000000	1	2.631579	1	8.333333	0	0.000000
KB_KBP	747	0.087462	3873	5.184739	0	0.000000	3060	79.008521	97	12.985274	122	3.150013	0	0.000000	0	0.000000	122	3.986928	40	5.354752	0	0.000000
KB_KN	608	0.071187	1790	2.944079	0	0.000000	1790	100.000000	0	0.000000	0	0.000000	0	0.000000	0	0.000000	0	0.000000	3	0.493421	0	0.000000
KB_KNN	8	0.000937	62	7.750000	0	0.000000	62	100.000000	0	0.000000	0	0.000000	0	0.000000	0	0.000000	0	0.000000	0	0.000000	0	0.000000
KB_KNP	1031	0.120714	7802	7.567410	0	0.000000	7396	94.796206	148	14.354995	201	2.576262	0	0.000000	0	0.000000	201	2.717685	35	3.394762	0	0.000000
KB_KP	2098	0.245643	6787	3.234986	0	0.000000	6769	99.734787	9	0.428980	9	0.132606	0	0.000000	0	0.000000	9	0.132959	9	0.428980	0	0.000000
KB_KPP	1190	0.139330	4473	3.758824	1	0.022356	3707	82.875028	76	6.386555	91	2.034429	0	0.000000	0	0.000000	91	2.454815	35	2.941176	0	0.000000
KB_KQ	427	0.049995	842	1.971897	0	0.000000	359	42.636580	4	0.936768	4	0.475059	0	0.000000	0	0.000000	4	1.114206	6	1.405152	0	0.000000
KB_KQB	29	0.003395	57	1.965517	0	0.000000	9	15.789474	0	0.000000	0	0.000000	0	0.000000	0	0.000000	0	0.000000	0	0.000000	0	0.000000
KB_KQN	31	0.003630	77	2.483871	0	0.000000	14	18.181818	0	0.000000	0	0.000000	0	0.000000	0	0.000000	0	0.000000	2	6.451613	0	0.000000
KB_KQP	179	0.020958	327	1.826816	0	0.000000	64	19.571865	0	0.000000	0	0.000000	0	0.000000	0	0.000000	0	0.000000	10	5.586592	0	0.000000
KB_KQQ	9	0.001054	15	1.666667	0	0.000000	0	0.000000	0	0.000000	0	0.000000	0	0.000000	0	0.000000	0	0.000000	0	0.000000	0	0.000000
