# month=2025-10
# elo_min=2100
# elo_max=2500
# games_seen=29848781
# games_used=888558
# games_skipped_short_plycount<35=3142
# games_skipped_parse=0
# relevant_games=58728
# relevant_games_with_increment=58728
# relevant_games_without_increment=0
# pct_relevant_over_games_used=6.609360
# plies_total=931478
# errors_total=15261
# errors_per_ply_pct_total=1.63836398
# can_win_total=203252
# can_win_pct_over_plies_total=21.82037579
# can_draw_total=549046
# can_draw_pct_over_plies_total=58.94352846
# missed_win_to_draw_total=6639
# missed_win_to_draw_pct_over_can_win_total=3.26638852
# missed_win_to_loss_total=200
# missed_win_to_loss_pct_over_can_win_total=0.09840002
# missed_draw_total=8422
# missed_draw_pct_over_can_draw_total=1.53393340
# time_loss_games_total=3915
# time_draw_games_total=120
# pct_time_loss_over_relevant_games=6.666326
material	games	games_pct_over_used	plies	avg_plies_per_game	can_win	can_win_pct_over_plies	can_draw	can_draw_pct_over_plies	games_with_error	error_game_pct	errors	errors_per_ply_pct	missed_win_to_draw	missed_win_to_draw_pct_over_can_win	missed_win_to_loss	missed_win_to_loss_pct_over_can_win	missed_draw	missed_draw_pct_over_can_draw	time_losses	time_loss_pct	time_draws	time_draw_pct
KBB_K	66	0.007428	1294	19.606061	1294	100.000000	0	0.000000	8	12.121212	8	0.618238	8	0.618238	0	0.000000	0	0.000000	0	0.000000	2	3.030303
KBB_KB	33	0.003714	482	14.606061	21	4.356846	461	95.643154	1	3.030303	1	0.207469	1	4.761905	0	0.000000	0	0.000000	0	0.000000	0	0.000000
KBB_KN	17	0.001913	161	9.470588	155	96.273292	6	3.726708	8	47.058824	9	5.590062	9	5.806452	0	0.000000	0	0.000000	1	5.882353	0	0.000000
KBB_KP	44	0.004952	179	4.068182	177	98.882682	2	1.117318	2	4.545455	2	1.117318	2	1.129944	0	0.000000	0	0.000000	1	2.272727	0	0.000000
KBB_KQ	1	0.000113	3	3.000000	0	0.000000	3	100.000000	0	0.000000	0	0.000000	0	0.000000	0	0.000000	0	0.000000	0	0.000000	0	0.000000
KBB_KR	35	0.003939	146	4.171429	16	10.958904	130	89.041096	3	8.571429	3	2.054795	2	12.500000	0	0.000000	1	0.769231	0	0.000000	0	0.000000
KBN_K	301	0.033875	8782	29.176080	8770	99.863357	12	0.136643	75	24.916944	75	0.854020	75	0.855188	0	0.000000	0	0.000000	0	0.000000	24	7.973422
KBN_KB	23	0.002588	112	4.869565	12	10.714286	100	89.285714	0	0.000000	0	0.000000	0	0.000000	0	0.000000	0	0.000000	0	0.000000	0	0.000000
KBN_KN	62	0.006978	590	9.516129	48	8.135593	542	91.864407	2	3.225806	2	0.338983	2	4.166667	0	0.000000	0	0.000000	0	0.000000	0	0.000000
KBN_KP	167	0.018794	724	4.335329	693	95.718232	29	4.005525	14	8.383234	15	2.071823	14	2.020202	0	0.000000	1	3.448276	1	0.598802	0	0.000000
KBN_KQ	22	0.002476	128	5.818182	10	7.812500	8	6.250000	2	9.090909	3	2.343750	0	0.000000	1	10.000000	2	25.000000	1	4.545455	0	0.000000
KBN_KR	90	0.010129	288	3.200000	45	15.625000	243	84.375000	1	1.111111	1	0.347222	1	2.222222	0	0.000000	0	0.000000	0	0.000000	0	0.000000
KBP_K	1601	0.180180	9953	6.216740	5177	52.014468	4776	47.985532	23	1.436602	23	0.231086	23	0.444273	0	0.000000	0	0.000000	0	0.000000	3	0.187383
KBP_KB	575	0.064712	3211	5.584348	1089	33.914668	2122	66.085332	58	10.086957	75	2.335721	75	6.887052	0	0.000000	0	0.000000	9	1.565217	0	0.000000
