# month=2025-07
# elo_min=2100
# elo_max=2500
# games_seen=30433544
# games_used=897312
# games_skipped_short_plycount<35=4371
# games_skipped_parse=0
# relevant_games=59237
# relevant_games_with_increment=59237
# relevant_games_without_increment=0
# pct_relevant_over_games_used=6.601606
# plies_total=957617
# errors_total=15206
# errors_per_ply_pct_total=1.58789996
# can_win_total=207456
# can_win_pct_over_plies_total=21.66377581
# can_draw_total=567177
# can_draw_pct_over_plies_total=59.22795857
# missed_win_to_draw_total=6504
# missed_win_to_draw_pct_over_can_win_total=3.13512263
# missed_win_to_loss_total=215
# missed_win_to_loss_pct_over_can_win_total=0.10363643
# missed_draw_total=8487
# missed_draw_pct_over_can_draw_total=1.49635828
# time_loss_games_total=3926
# time_draw_games_total=143
# pct_time_loss_over_relevant_games=6.627614
material	games	games_pct_over_used	plies	avg_plies_per_game	can_win	can_win_pct_over_plies	can_draw	can_draw_pct_over_plies	games_with_error	error_game_pct	errors	errors_per_ply_pct	missed_win_to_draw	missed_win_to_draw_pct_over_can_win	missed_win_to_loss	missed_win_to_loss_pct_over_can_win	missed_draw	missed_draw_pct_over_can_draw	time_losses	time_loss_pct	time_draws	time_draw_pct
KBB_K	87	0.009696	1913	21.988506	1913	100.000000	0	0.000000	11	12.643678	11	0.575013	11	0.575013	0	0.000000	0	0.000000	0	0.000000	7	8.045977
KBB_KB	34	0.003789	552	16.235294	17	3.079710	535	96.920290	1	2.941176	1	0.181159	1	5.882353	0	0.000000	0	0.000000	0	0.000000	0	0.000000
KBB_KN	13	0.001449	241	18.538462	236	97.925311	5	2.074689	5	38.461538	6	2.489627	6	2.542373	0	0.000000	0	0.000000	0	0.000000	0	0.000000
KBB_KP	60	0.006687	223	3.716667	223	100.000000	0	0.000000	0	0.000000	0	0.000000	0	0.000000	0	0.000000	0	0.000000	0	0.000000	0	0.000000
KBB_KQ	6	0.000669	83	13.833333	3	3.614458	0	0.000000	0	0.000000	0	0.000000	0	0.000000	0	0.000000	0	0.000000	0	0.000000	0	0.000000
KBB_KR	17	0.001895	52	3.058824	12	23.076923	40	76.923077	1	5.882353	1	1.923077	1	8.333333	0	0.000000	0	0.000000	0	0.000000	0	0.000000
KBN_K	301	0.033545	8770	29.136213	8761	99.897377	9	0.102623	70	23.255814	72	0.820981	72	0.821824	0	0.000000	0	0.000000	0	0.000000	29	9.634551
KBN_KB	30	0.003343	251	8.366667	19	7.569721	232	92.430279	0	0.000000	0	0.000000	0	0.000000	0	0.000000	0	0.000000	0	0.000000	0	0.000000
KBN_KN	54	0.006018	404	7.481481	31	7.673267	373	92.326733	0	0.000000	0	0.000000	0	0.000000	0	0.000000	0	0.000000	0	0.000000	0	0.000000
KBN_KP	175	0.019503	792	4.525714	774	97.727273	16	2.020202	13	7.428571	14	1.767677	12	1.550388	1	0.129199	1	6.250000	1	0.571429	0	0.000000
KBN_KQ	19	0.002117	123	6.473684	11	8.943089	7	5.691057	2	10.526316	3	2.439024	0	0.000000	1	9.090909	2	28.571429	2	10.526316	0	0.000000
KBN_KR	88	0.009807	433	4.920455	47	10.854503	386	89.145497	2	2.272727	2	0.461894	2	4.255319	0	0.000000	0	0.000000	0	0.000000	0	0.000000
KBP_K	1579	0.175970	9925	6.285624	5240	52.795970	4685	47.204030	21	1.329956	22	0.221662	22	0.419847	0	0.000000	0	0.000000	0	0.000000	16	1.013300
KBP_KB	579	0.064526	3669	6.336788	1098	29.926410	2571	70.073590	60	10.362694	70	1.907877	70	6.375228	0	0.000000	0	0.000000	5	0.863558	0	0.000000
KBP_KN	733	0.081688	3807	5.193724	728	19.122669	3075	80.772262	65	8.867667	91	2.390334	89	12.225275	1	0.137363	1	0.032520	8	1.091405	0	0.000000
KBP_KP	2484	0.276827	9812	3.950081	6358	64.798206	3432	34.977578	86	3.462158	101	1.029352	93	1.462724	1	0.015728	7	0.203963	21	0.845411	0	0.000000
KBP_KQ	248	0.027638	1022	4.120968	46	4.500978	164	16.046967	6	2.419355	10	0.978474	0	0.000000	0	0.000000	10	6.097561	14	5.645161	0	0.000000
KBP_KR	977	0.108881	7588	7.766633	242	3.189246	7291	96.085925	85	8.700102	95	1.251977	20	8.264463	1	0.413223	74	1.014950	24	2.456499	0	0.000000
KB_KBB	40	0.004458	565	14.125000	0	0.000000	563	99.646018	2	5.000000	3	0.530973	0	0.000000	0	0.000000	3	0.532860	0	0.000000	0	0.000000
KB_KBN	27	0.003009	250	9.259259	0	0.000000	248	99.200000	2	7.407407	2	0.800000	0	0.000000	0	0.000000	2	0.806452	1	3.703704	0	0.000000
KB_KBP	739	0.082357	3949	5.343708	0	0.000000	3073	77.817169	97	13.125846	123	3.114713	0	0.000000	0	0.000000	123	4.002603	39	5.277402	0	0.000000
KB_KN	628	0.069987	1874	2.984076	0	0.000000	1874	100.000000	0	0.000000	0	0.000000	0	0.000000	0	0.000000	0	0.000000	1	0.159236	0	0.000000
KB_KNN	15	0.001672	26	1.733333	0	0.000000	26	100.000000	0	0.000000	0	0.000000	0	0.000000	0	0.000000	0	0.000000	0	0.000000	0	0.000000
KB_KNP	1099	0.122477	8076	7.348499	0	0.000000	7589	93.969787	181	16.469518	228	2.823180	0	0.000000	0	0.000000	228	3.004348	58	5.277525	0	0.000000
KB_KP	2044	0.227791	7122	3.484344	0	0.000000	7097	99.648975	8	0.391389	8	0.112328	0	0.000000	0	0.000000	8	0.112724	8	0.391389	0	0.000000
KB_KPP	1220	0.135962	4871	3.992623	0	0.000000	3984	81.790187	96	7.868852	116	2.381441	0	0.000000	0	0.000000	116	2.911647	38	3.114754	0	0.000000
